sample_id,sample_date,ca,mov_avg_ca
Q3,1991-01-22,4.74,4.842222222222222
Q3,1991-01-29,7.41,4.7844444444444445
Q3,1991-02-05,4.53,4.956666666666667
Q3,1991-02-12,5.43,4.995555555555556
Q3,1991-02-19,4.07,5.0200000000000005
Q3,1991-02-26,4.49,5.0633333333333335
Q3,1991-03-05,4.82,4.802222222222222
Q3,1991-03-12,5,4.828888888888889
Q3,1991-03-19,4.69,4.716666666666667
Q3,1991-03-22,NA,4.716666666666667
Q3,1991-03-26,5.13,4.772222222222222
Q3,1991-04-02,5.06,4.593333333333334
Q3,1991-04-09,4.77,4.4688888888888885
Q3,1991-04-15,4.42,4.322222222222222
Q3,1991-04-23,4.57,4.3677777777777775
Q3,1991-04-30,2.88,4.35
Q3,1991-05-07,3.7,4.214
Q3,1991-05-14,3.68,4.237
Q3,1991-05-21,5.1,4.284
Q3,1991-05-28,5.68,4.189
Q3,1991-05-31,3.64,4.189
Q3,1991-06-01,NA,4.262
Q3,1991-06-04,3.7,4.262
Q3,1991-06-11,5,4.244
Q3,1991-06-18,4.89,4.38
Q3,1991-06-25,3.62,4.376
Q3,1991-07-02,3.61,4.3822222222222225
Q3,1991-07-09,3.52,4.426666666666667
Q3,1991-07-16,5.04,4.447777777777778
Q3,1991-07-23,5.06,4.555555555555555
Q3,1991-07-30,5,4.406
Q3,1991-08-06,4.1,4.51
Q3,1991-08-13,5.19,4.568
Q3,1991-08-20,5.86,4.54
Q3,1991-08-27,5.05,4.635
Q3,1991-08-27,1.63,4.635
Q3,1991-09-03,4.65,4.586
Q3,1991-09-10,4.1,4.66
Q3,1991-09-17,4.76,4.675
Q3,1991-09-24,6.01,4.471
Q3,1991-10-01,4.51,4.859999999999999
Q3,1991-10-08,4.84,4.46
Q3,1991-10-15,5.34,4.45
Q3,1991-10-22,3.82,4.235833333333333
Q3,1991-10-29,5.71,4.045
Q3,1991-11-05,5.8,3.955
Q3,1991-11-07,2.08,3.955
Q3,1991-11-08,2.09,3.955
Q3,1991-11-12,3.99,3.881666666666667
Q3,1991-11-18,4.68,3.7416666666666667
Q3,1991-11-22,1.96,3.8207692307692307
Q3,1991-11-26,3.72,3.8208333333333333
Q3,1991-12-03,3.43,3.9766666666666666
Q3,1991-12-10,3.96,4.2059999999999995
Q3,1991-12-17,3.66,4.259
Q3,1991-12-23,4.77,4.293
Q3,1991-12-30,7.58,4.738888888888889
Q3,1992-01-07,4.31,4.499
Q3,1992-01-14,4.52,4.584
Q3,1992-01-21,5.02,4.877
Q3,1992-01-28,5.4,5.037
Q3,1992-02-04,2.41,4.941
Q3,1992-02-06,3.36,4.941
Q3,1992-02-11,4.81,4.911
Q3,1992-02-18,6.59,5.17
Q3,1992-02-25,6.37,5.371
Q3,1992-03-03,6.62,5.4399999999999995
Q3,1992-03-10,4.01,6.1
Q3,1992-03-17,7.11,6.463333333333333
Q3,1992-03-24,7.03,6.21
Q3,1992-04-01,6.09,6.147777777777778
Q3,1992-04-07,6.27,5.888888888888888
Q3,1992-04-14,8.08,6.003333333333333
Q3,1992-04-21,4.31,5.828888888888889
Q3,1992-04-28,5.81,5.408888888888889
Q3,1992-05-05,4.29,4.972222222222222
Q3,1992-05-12,5.04,4.815555555555555
Q3,1992-05-19,5.54,4.195555555555556
Q3,1992-05-26,3.25,4.054444444444444
Q3,1992-06-02,2.16,3.98
Q3,1992-06-09,4.86,4.107777777777778
Q3,1992-06-16,2.5,4.05
Q3,1992-06-23,3.04,3.986666666666667
Q3,1992-06-30,5.14,4.177777777777778
Q3,1992-07-07,5.44,4.484444444444445
Q3,1992-07-14,4.52,4.263333333333334
Q3,1992-07-21,4.97,4.557777777777778
Q3,1992-07-28,4.97,4.682222222222222
Q3,1992-08-04,4.92,4.384444444444444
Q3,1992-08-11,2.87,4.416666666666667
Q3,1992-08-18,5.15,4.544444444444444
Q3,1992-08-25,4.16,4.444444444444445
Q3,1992-09-01,2.46,4.372222222222223
Q3,1992-09-08,5.73,4.3133333333333335
Q3,1992-09-15,5.67,4.734444444444445
Q3,1992-09-22,4.07,4.717777777777778
Q3,1992-09-29,4.32,4.835555555555556
Q3,1992-10-06,4.39,5.094444444444444
Q3,1992-10-13,6.66,4.793333333333333
Q3,1992-10-20,5,4.623333333333333
Q3,1992-10-27,5.22,4.631111111111111
Q3,1992-11-03,4.79,4.5488888888888885
Q3,1992-11-10,3.02,5.147777777777778
Q3,1992-11-17,4.14,4.86
Q3,1992-11-24,4.14,4.664444444444444
Q3,1992-12-01,3.58,4.528888888888889
Q3,1992-12-08,9.78,4.453333333333333
Q3,1992-12-15,4.07,4.516666666666667
Q3,1992-12-22,NA,4.501111111111111
Q3,1992-12-22,3.24,4.501111111111111
Q3,1992-12-29,4,4.435555555555555
Q3,1993-01-05,4.11,4.488888888888889
Q3,1993-01-12,3.59,3.8555555555555556
Q3,1993-01-19,4,3.8133333333333335
Q3,1993-01-26,3.55,3.9411111111111112
Q3,1993-02-02,4.06,4.0377777777777775
Q3,1993-02-09,4.08,4.104444444444445
Q3,1993-02-16,3.69,4.247777777777777
Q3,1993-02-23,4.39,4.238888888888889
Q3,1993-03-02,4.87,4.3566666666666665
Q3,1993-03-09,4.71,4.522222222222222
Q3,1993-03-16,4.88,4.667777777777777
Q3,1993-03-23,3.92,4.7877777777777775
Q3,1993-03-30,4.61,4.54
Q3,1993-04-06,5.55,4.424444444444444
Q3,1993-04-13,5.39,4.303333333333334
Q3,1993-04-20,4.77,4.1755555555555555
Q3,1993-04-27,2.16,4.165555555555556
Q3,1993-05-04,3.83,4.1433333333333335
Q3,1993-05-11,3.62,3.9675
Q3,1993-05-18,3.73,3.88375
Q3,1993-05-25,3.83,3.72125
Q3,1993-06-01,4.41,4.2162500000000005
Q3,1993-06-08,NA,4.31625
Q3,1993-06-15,4.72,4.40625
Q3,1993-06-15,NA,4.40625
Q3,1993-06-22,3.47,4.48375
Q3,1993-06-29,6.12,4.5112499999999995
Q3,1993-07-06,4.63,4.5737499999999995
Q3,1993-07-13,4.34,4.6066666666666665
Q3,1993-07-20,4.35,4.791111111111111
Q3,1993-07-27,4.05,4.943333333333333
Q3,1993-08-03,4.91,4.708888888888889
Q3,1993-08-10,4.87,4.687777777777778
Q3,1993-08-17,6.38,4.811111111111111
Q3,1993-08-24,4.84,4.848888888888889
Q3,1993-08-31,4.01,4.842222222222222
Q3,1993-09-07,4.44,4.774444444444445
Q3,1993-09-14,5.45,4.736666666666666
Q3,1993-09-21,4.69,4.437777777777778
Q3,1993-09-28,3.99,4.377777777777778
Q3,1993-10-05,4.3,4.5
Q3,1993-10-13,4.53,4.526666666666666
Q3,1993-10-19,3.69,4.335555555555556
Q3,1993-10-26,4.3,4.387777777777778
Q3,1993-11-02,5.11,4.331111111111111
Q3,1993-11-09,4.68,4.388888888888889
Q3,1993-11-16,3.73,4.5344444444444445
Q3,1993-11-23,5.16,4.55
Q3,1993-11-30,3.48,4.448888888888889
Q3,1993-12-07,4.82,4.338888888888889
Q3,1993-12-14,5.84,4.225555555555555
Q3,1993-12-21,3.83,4.2877777777777775
Q3,1993-12-28,3.39,4.245555555555556
Q3,1994-01-04,4.12,4.316666666666666
Q3,1994-01-11,3.66,4.25
Q3,1994-01-18,4.29,4.054444444444444
Q3,1994-01-25,4.78,3.9722222222222223
Q3,1994-02-01,4.12,4.126666666666667
Q3,1994-02-08,4.22,4.2122222222222225
Q3,1994-02-15,4.08,4.366666666666666
Q3,1994-02-22,3.09,4.514444444444444
Q3,1994-03-01,4.78,4.621111111111111
Q3,1994-03-08,4.89,4.794444444444444
Q3,1994-03-15,5.05,4.845555555555555
Q3,1994-03-22,5.62,4.912222222222222
Q3,1994-03-29,5.74,5.181111111111111
Q3,1994-04-05,5.68,5.302222222222222
Q3,1994-04-12,4.68,5.197777777777778
Q3,1994-04-19,4.68,5.066666666666666
Q3,1994-04-26,5.51,5.017777777777778
Q3,1994-05-03,5.87,5.131111111111111
Q3,1994-05-10,3.95,5.105555555555555
Q3,1994-05-17,3.87,5.2011111111111115
Q3,1994-05-24,5.18,5.291111111111111
Q3,1994-05-31,6.76,5.02
Q3,1994-06-07,5.45,5.003
Q3,1994-06-14,5.54,5.155
Q3,1994-06-21,5.49,5.294
Q3,1994-06-28,5.08,5.271
Q3,1994-06-30,3.01,5.271
Q3,1994-07-05,5.7,5.069
Q3,1994-07-12,5.47,5.009
Q3,1994-07-19,5.26,4.959
Q3,1994-07-26,4.95,5
Q3,1994-08-02,4.74,5.221111111111111
Q3,1994-08-09,4.85,5.363333333333333
Q3,1994-08-16,5.04,5.338888888888889
Q3,1994-08-23,5.9,4.98
Q3,1994-08-30,5.08,5.023333333333333
Q3,1994-09-06,6.98,5.13
Q3,1994-09-13,5.25,5.05
Q3,1994-09-20,2.03,5.065555555555555
Q3,1994-09-27,5.34,4.845555555555555
Q3,1994-10-04,5.7,4.86
Q3,1994-10-11,4.13,4.437777777777778
Q3,1994-10-18,5.18,4.337777777777777
Q3,1994-10-25,3.92,4.561111111111111
Q3,1994-11-01,5.21,4.41
Q3,1994-11-08,3.18,4.238888888888889
Q3,1994-11-15,4.35,4.2877777777777775
Q3,1994-11-22,4.04,4.308888888888889
Q3,1994-11-29,3.98,4.412222222222222
Q3,1994-12-06,4.16,4.3125
Q3,1994-12-13,4.57,4.474285714285714
Q3,1994-12-20,5.37,4.495
Q3,1994-12-27,4.85,4.586
MPR,1989-05-16,6.15,6.354
MPR,1989-05-23,7.17,6.568333333333333
MPR,1989-05-30,5.19,6.748571428571428
MPR,1989-06-06,6.6,6.30125
MPR,1989-06-13,6.66,6.483333333333333
MPR,1989-06-20,7.64,6.525
MPR,1989-06-27,7.83,6.4975000000000005
MPR,1989-07-05,3.17,6.73375
MPR,1989-07-11,7.94,6.83375
MPR,1989-07-26,6.95,6.6
MPR,1989-08-01,7.08,6.15875
MPR,1989-08-08,7.4,6.585714285714285
MPR,1989-08-15,7.43,6.252857142857143
MPR,1989-08-22,5,6.252857142857143
MPR,1989-08-29,4.3,6.136666666666667
MPR,1989-09-12,5.61,5.74
MPR,1989-10-03,4.16,6.475
MPR,1989-10-10,7.94,6.5600000000000005
MPR,1989-10-24,8.19,6.906
MPR,1989-11-07,6.9,8.528333333333334
MPR,1989-11-14,7.34,7.891666666666667
MPR,1989-11-21,NA,7.891666666666667
MPR,1989-11-28,10.08,8.496666666666666
MPR,1989-12-05,10.72,8.175714285714285
MPR,1989-12-12,4.12,8.735714285714286
MPR,1989-12-19,NA,9.21857142857143
MPR,1989-12-26,11.82,9.15375
MPR,1990-01-02,6.25,9.0525
MPR,1990-01-09,10.82,9.08125
MPR,1990-01-16,10.72,9.74
MPR,1990-01-23,8.7,9.663333333333334
MPR,1990-01-30,9.27,9.39375
MPR,1990-02-06,10.95,9.86125
MPR,1990-02-13,9.39,8.98875
MPR,1990-02-20,9.05,8.71
MPR,1990-02-27,NA,8.305
MPR,1990-03-06,9.99,8.18625
MPR,1990-03-13,3.84,8.12375
MPR,1990-03-20,8.49,8.08375
MPR,1990-03-27,5.46,8.2625
MPR,1990-04-03,8.32,8.338888888888889
MPR,1990-04-10,10.45,8.394444444444444
MPR,1990-04-17,9.07,8.891111111111112
MPR,1990-04-24,10.48,9.083333333333334
MPR,1990-05-01,8.95,9.503333333333334
MPR,1990-05-08,10.49,9.551111111111112
MPR,1990-05-15,8.31,9.3966666666666665
MPR,1990-05-22,10.22,9.324444444444445
MPR,1990-05-29,9.24,8.854444444444445
MPR,1990-06-05,8.75,8.975555555555555
MPR,1990-06-12,9.06,8.913333333333334
MPR,1990-06-19,8.42,8.998888888888889
MPR,1990-06-26,6.25,8.342222222222222
MPR,1990-07-03,10.04,8.523333333333333
MPR,1990-07-10,9.93,8.823333333333332
MPR,1990-07-17,9.08,8.57
MPR,1990-07-24,4.31,8.762222222222222
MPR,1990-07-31,10.87,9.19111111111111
MPR,1990-08-07,11.45,9.076666666666666
MPR,1990-08-14,6.78,9.086666666666666
MPR,1990-08-21,10.15,9.01
MPR,1990-08-28,10.11,9.635555555555555
MPR,1990-09-04,9.01,9.421111111111111
MPR,1990-09-11,10.02,9.071111111111112
MPR,1990-09-18,8.39,9.212222222222222
MPR,1990-09-25,9.94,8.973333333333333
MPR,1990-10-02,8.94,8.337777777777777
MPR,1990-10-09,8.3,8.11
MPR,1990-10-16,8.05,7.933333333333334
MPR,1990-10-23,8,8.05111111111111
MPR,1990-10-30,4.39,7.89
MPR,1990-11-06,6.96,6.92
MPR,1990-11-13,8.43,7.078888888888889
MPR,1990-11-20,9.45,7.238888888888889
MPR,1990-11-27,8.49,7.511111111111111
MPR,1990-12-04,0.21,7.547777777777777
MPR,1990-12-11,9.73,7.78
MPR,1990-12-18,9.49,7.7877777777777775
MPR,1990-12-25,10.45,7.295555555555556
MPR,1990-12-31,4.72,6.934444444444445
MPR,1991-01-08,9.05,7.6322222222222225
MPR,1991-01-15,8.5,7.608888888888889
MPR,1991-01-22,5.02,7.18
MPR,1991-01-29,5.24,6.872222222222222
MPR,1991-02-05,6.49,7.308888888888889
MPR,1991-02-12,9.52,7.403333333333333
MPR,1991-02-19,5.63,7.225555555555555
MPR,1991-02-26,7.68,7.50125
MPR,1991-03-05,8.65,7.41875
MPR,1991-03-12,9.9,7.551428571428572
MPR,1991-03-19,6.9,6.807142857142857
MPR,1991-03-26,NA,6.574285714285715
MPR,1991-04-02,4.58,6.0928571428571425
MPR,1991-04-15,4.31,4.887142857142857
MPR,1991-04-23,4,4.551666666666667
MPR,1991-04-30,4.31,4.551666666666667
MPR,1991-05-07,5.02,4.635
MPR,1991-05-14,5.09,4.635
MPR,1991-05-21,NA,4.7
MPR,1991-05-28,NA,4.928
MPR,1991-06-04,5.08,5.128
MPR,1991-06-11,NA,5.136
MPR,1991-06-18,NA,5.034
MPR,1991-06-25,5.14,4.958333333333333
MPR,1991-07-02,5.31,4.8585714285714285
MPR,1991-07-09,5.06,5.595714285714285
MPR,1991-07-16,4.58,6.26
MPR,1991-07-23,4.58,6.807777777777777
MPR,1991-07-30,4.26,7.207777777777777
MPR,1991-08-06,10.24,7.501111111111111
MPR,1991-08-13,10.91,8.184444444444445
MPR,1991-08-20,11.19,8.598888888888888
MPR,1991-08-27,8.74,9.314444444444444
MPR,1991-09-03,7.95,9.527777777777779
MPR,1991-09-10,11.21,9.283333333333333
MPR,1991-09-17,8.31,8.877777777777778
MPR,1991-09-24,11.02,8.448888888888888
MPR,1991-10-01,6.18,8.4125
MPR,1991-10-08,8.04,7.61
MPR,1991-10-15,7.26,7.0962499999999995
MPR,1991-10-22,7.33,7.154999999999999
MPR,1991-10-29,NA,6.6175
MPR,1991-11-05,1.53,6.654999999999999
MPR,1991-11-12,7.1,6.5337499999999995
MPR,1991-11-18,8.78,5.67
MPR,1991-11-26,6.72,5.95
MPR,1991-12-03,6.48,6.414444444444444
MPR,1991-12-10,7.07,6.985555555555556
MPR,1991-12-17,0.35,7.097777777777778
MPR,1991-12-23,9.57,7.178888888888889
MPR,1991-12-30,10.13,7.438888888888889
MPR,1992-01-07,6.67,7.7411111111111115
MPR,1992-01-14,8.11,8.153333333333332
MPR,1992-01-21,9.51,9.377777777777778
MPR,1992-01-28,9.06,10.015555555555556
MPR,1992-02-04,9.2,10.646666666666667
MPR,1992-02-11,10.78,11.133333333333333
MPR,1992-02-18,11.37,11.153333333333332
MPR,1992-02-25,15.31,10.386666666666667
MPR,1992-03-03,15.81,10.328888888888889
MPR,1992-03-10,11.05,9.848888888888888
MPR,1992-03-17,8.29,9.7325
MPR,1992-03-24,2.61,9.365
MPR,1992-04-01,8.54,8.68875
MPR,1992-04-07,4.88,7.734999999999999
MPR,1992-04-14,NA,7.3774999999999995
MPR,1992-04-21,8.43,7.512499999999999
MPR,1992-04-28,9.9,7.913749999999999
MPR,1992-05-05,8.18,7.28
MPR,1992-05-12,8.19,7.74125
MPR,1992-05-19,9.37,7.38
MPR,1992-05-26,5.82,7.101111111111111
MPR,1992-06-02,3.47,7.138888888888889
MPR,1992-06-09,8.57,7.36
MPR,1992-06-16,4.49,7.561111111111111
MPR,1992-06-23,5.92,7.321111111111112
MPR,1992-06-30,10.24,7.605555555555556
MPR,1992-07-07,10.17,8.156666666666666
MPR,1992-07-14,10,7.65
MPR,1992-07-21,7.21,8.1466666666666665
MPR,1992-07-28,8.38,8.5
MPR,1992-08-04,8.43,8.653333333333332
MPR,1992-08-11,4.01,8.637777777777778
MPR,1992-08-18,8.96,8.62111111111111
MPR,1992-08-25,9.1,8.593333333333334
MPR,1992-09-01,11.62,8.617777777777778
MPR,1992-09-08,10.03,8.783333333333333
MPR,1992-09-15,9.85,9.58
MPR,1992-09-22,6.96,9.634444444444444
MPR,1992-09-29,8.6,10.154444444444444
MPR,1992-10-06,9.92,9.565555555555555
MPR,1992-10-13,11.18,8.85
MPR,1992-10-20,9.45,8.482222222222221
MPR,1992-10-27,13.78,8.397777777777778
MPR,1992-11-03,6.32,8.262222222222222
MPR,1992-11-10,3.59,8.053333333333333
MPR,1992-11-17,6.54,7.623333333333333
MPR,1992-11-24,6.2,7.395
MPR,1992-12-01,7.38,6.53125
MPR,1992-12-08,8.04,6.685
MPR,1992-12-15,7.31,7.22
MPR,1992-12-22,NA,7.39375
MPR,1992-12-29,6.87,7.592499999999999
MPR,1993-01-05,7.55,7.6274999999999995
MPR,1993-01-12,7.87,7.77375
MPR,1993-01-19,7.93,7.55875
MPR,1993-01-26,7.79,7.552222222222222
MPR,1993-02-02,7.66,7.802222222222222
MPR,1993-02-09,9.21,7.973333333333334
MPR,1993-02-16,5.59,8.046666666666667
MPR,1993-02-23,7.5,8.245555555555555
MPR,1993-03-02,9.12,8.356666666666667
MPR,1993-03-09,9.09,8.618888888888888
MPR,1993-03-16,8.53,8.782222222222222
MPR,1993-03-23,9.72,9.244444444444444
MPR,1993-03-30,8.79,9.314444444444444
MPR,1993-04-06,10.02,9.028888888888888
MPR,1993-04-13,10.68,8.661111111111111
MPR,1993-04-20,9.75,8.606666666666667
MPR,1993-04-27,8.13,8.282222222222222
MPR,1993-05-04,6.55,8.072222222222223
MPR,1993-05-11,5.78,7.963333333333333
MPR,1993-05-18,8.04,7.583333333333333
MPR,1993-05-25,6.8,7.302222222222222
MPR,1993-06-01,6.9,7.9944444444444445
MPR,1993-06-08,9.04,8.234444444444444
MPR,1993-06-15,NA,8.48
MPR,1993-06-15,7.26,8.48
MPR,1993-06-22,7.22,8.527777777777779
MPR,1993-06-29,14.36,8.6
MPR,1993-07-06,8.71,8.884444444444444
MPR,1993-07-13,7.99,8.865
MPR,1993-07-20,8.47,9.17875
MPR,1993-07-27,7.45,9.6325
MPR,1993-08-03,9.46,8.5875
MPR,1993-08-10,NA,8.455
MPR,1993-08-17,9.77,8.77875
MPR,1993-08-24,10.85,8.76375
MPR,1993-08-31,6,8.68
MPR,1993-09-07,7.65,8.4175
MPR,1993-09-14,10.58,8.374444444444444
MPR,1993-09-21,8.35,8.078888888888889
MPR,1993-09-28,6.78,7.654444444444445
MPR,1993-10-05,7.36,8.001111111111111
MPR,1993-10-13,8.03,7.8822222222222225
MPR,1993-10-19,7.11,7.435555555555555
MPR,1993-10-26,7.03,7.585555555555556
MPR,1993-11-02,9.12,7.404444444444445
MPR,1993-11-09,6.58,7.491111111111111
MPR,1993-11-16,6.56,7.707777777777777
MPR,1993-11-23,9.7,7.538888888888889
MPR,1993-11-30,5.15,7.6025
MPR,1993-12-07,8.14,7.39625
MPR,1993-12-14,9.98,6.6
MPR,1993-12-21,5.59,6.67
MPR,1993-12-28,NA,6.56625
MPR,1994-01-04,7.47,6.8625
MPR,1994-01-11,0.21,6.7875
MPR,1994-01-18,7.12,6.5525
MPR,1994-01-25,8.87,6.35375
MPR,1994-02-01,7.52,6.597777777777778
MPR,1994-02-08,7.54,6.863333333333333
MPR,1994-02-15,8.1,8
MPR,1994-02-22,4,8.462222222222222
MPR,1994-03-01,8.55,8.717777777777778
MPR,1994-03-08,9.86,9.238888888888889
MPR,1994-03-15,10.44,9.064444444444444
MPR,1994-03-22,11.28,9.082222222222223
MPR,1994-03-29,11.17,9.84
MPR,1994-04-05,12.21,10.178888888888888
MPR,1994-04-12,5.97,9.652222222222223
MPR,1994-04-19,8.26,9.256666666666666
MPR,1994-04-26,10.82,9.147777777777778
MPR,1994-05-03,11.6,9.177777777777777
MPR,1994-05-10,5.12,8.774444444444445
MPR,1994-05-17,6.88,9.238888888888889
MPR,1994-05-24,10.3,9.436666666666667
MPR,1994-05-31,11.44,9.242222222222223
MPR,1994-06-07,8.58,9.082222222222223
MPR,1994-06-14,10.15,8.848888888888888
MPR,1994-06-21,10.04,8.94111111111111
MPR,1994-06-28,9.07,9.13888888888889
MPR,1994-07-05,10.16,8.89
MPR,1994-07-12,3.02,8.524444444444445
MPR,1994-07-19,7.71,8.644444444444444
MPR,1994-07-26,12.08,8.825555555555555
MPR,1994-08-02,9.2,9.112222222222222
MPR,1994-08-09,5.29,8.907777777777778
MPR,1994-08-16,11.23,9.666666666666666
MPR,1994-08-23,11.67,9.212222222222222
MPR,1994-08-30,11.65,9.04111111111111
MPR,1994-09-06,8.32,9.397777777777778
MPR,1994-09-13,9.85,9.7155555555555555
MPR,1994-09-20,3.62,9.744444444444444
MPR,1994-09-27,10.54,9.213333333333333
MPR,1994-10-04,12.41,9.007777777777777
MPR,1994-10-11,8.15,8.734444444444444
MPR,1994-10-18,11.49,8.686666666666667
MPR,1994-10-25,6.89,8.956666666666667
MPR,1994-11-01,9.8,8.556666666666667
MPR,1994-11-08,5.86,7.890000000000001
MPR,1994-11-15,9.42,7.891111111111111
MPR,1994-11-22,6.05,7.73
MPR,1994-11-29,6.94,7.992222222222222
MPR,1994-12-06,6.41,7.76625
MPR,1994-12-13,8.16,8.038571428571428
MPR,1994-12-20,10.04,7.808333333333334
MPR,1994-12-27,9.25,8.16
