sample_id,sample_date,mg,mov_avg_mg
Q1,1988-01-05,2.66,1.9627272727272727
Q1,1988-01-12,2.61,2.026666666666667
Q1,1988-01-19,2.67,2.0761538461538462
Q1,1988-01-26,2.85,2.137857142857143
Q1,1988-01-29,1.48,2.137857142857143
Q1,1988-01-29,1.35,2.137857142857143
Q1,1988-01-29,1.64,2.137857142857143
Q1,1988-01-29,1.41,2.137857142857143
Q1,1988-01-29,1.59,2.137857142857143
Q1,1988-02-02,1.71,2.1926666666666668
Q1,1988-02-02,1.62,2.1926666666666668
Q1,1988-02-03,NA,2.1926666666666668
Q1,1988-02-04,NA,2.1926666666666668
Q1,1988-02-09,2.73,2.1566666666666667
Q1,1988-02-10,NA,2.1566666666666667
Q1,1988-02-16,2.67,2.164
Q1,1988-02-23,2.94,2.17
Q1,1988-03-01,2.96,1.9364705882352942
Q1,1988-03-08,2.12,1.99375
Q1,1988-03-15,2.72,1.99625
Q1,1988-03-23,2.76,1.99
Q1,1988-03-29,1.48,1.985625
Q1,1988-03-29,1.47,1.985625
Q1,1988-03-29,1.7,1.985625
Q1,1988-03-29,1.09,1.985625
Q1,1988-03-29,1.11,1.985625
Q1,1988-03-29,1.49,1.985625
Q1,1988-03-29,1.16,1.985625
Q1,1988-03-29,1.19,1.985625
Q1,1988-04-05,2.31,1.976875
Q1,1988-04-12,2.77,1.9523529411764706
Q1,1988-04-19,2.57,1.858235294117647
Q1,1988-04-26,2.87,1.7664705882352942
Q1,1988-05-03,2.82,2.191
Q1,1988-05-10,2.24,2.251
Q1,1988-05-10,NA,2.251
Q1,1988-05-10,NA,2.251
Q1,1988-05-10,NA,2.251
Q1,1988-05-10,1.44,2.251
Q1,1988-05-17,1.12,2.259
Q1,1988-05-24,1.2,2.197
Q1,1988-05-31,2.57,2.181
Q1,1988-06-07,2.91,2.183
Q1,1988-06-14,2.85,2.0766666666666667
Q1,1988-06-21,1.95,2.188
Q1,1988-06-28,2.71,2.233
Q1,1988-07-05,2.84,2.266
Q1,1988-07-12,0.54,2.267
Q1,1988-07-19,1.84,2.267
Q1,1988-07-22,2.47,2.267
Q1,1988-07-26,NA,1.9653846153846153
Q1,1988-07-26,1.65,1.9653846153846153
Q1,1988-08-02,2.9,1.9584615384615385
Q1,1988-08-09,2.92,1.9523076923076923
Q1,1988-08-16,2.85,2.0284615384615385
Q1,1988-08-23,2.71,2.058333333333333
Q1,1988-08-24,0.86,2.058333333333333
Q1,1988-08-24,NA,2.058333333333333
Q1,1988-08-24,NA,2.058333333333333
Q1,1988-08-24,0.47,2.058333333333333
Q1,1988-08-24,0.79,2.058333333333333
Q1,1988-08-30,2.62,2.1425
Q1,1988-09-06,2.76,2.075
Q1,1988-09-13,1.53,2.046666666666667
Q1,1988-09-20,2.64,1.9736363636363636
Q1,1988-09-27,2.66,2.43
Q1,1988-10-04,2.09,2.4425
Q1,1988-10-11,2.58,2.43875
Q1,1988-10-18,NA,2.5825
Q1,1988-10-25,2.56,2.5412500000000002
Q1,1988-11-01,2.72,2.55875
Q1,1988-11-07,2.73,2.61
Q1,1988-11-15,2.68,2.61875
Q1,1988-11-22,2.31,2.6333333333333333
Q1,1988-11-29,2.8,2.6466666666666665
Q1,1988-12-06,2.5,2.398888888888889
Q1,1988-12-13,2.65,2.3722222222222222
Q1,1988-12-20,2.75,2.3777777777777778
Q1,1988-12-27,2.68,2.431111111111111
Q1,1989-01-03,0.49,2.438888888888889
Q1,1989-01-10,2.49,2.47
Q1,1989-01-17,2.73,2.502222222222222
Q1,1989-01-24,2.79,2.5044444444444443
Q1,1989-01-31,2.87,2.5
Q1,1989-02-07,2.78,2.7688888888888887
Q1,1989-02-14,2.94,2.783333333333333
Q1,1989-02-21,2.77,2.8
Q1,1989-02-28,2.64,2.8033333333333332
Q1,1989-03-07,2.91,2.791111111111111
Q1,1989-03-09,NA,2.791111111111111
Q1,1989-03-14,NA,2.7466666666666666
Q1,1989-03-14,2.62,2.7466666666666666
Q1,1989-03-21,2.88,2.73
Q1,1989-03-28,2.82,2.7266666666666666
Q1,1989-04-04,2.76,2.7444444444444445
Q1,1989-04-11,2.38,2.7111111111111112
Q1,1989-04-18,2.79,2.738888888888889
Q1,1989-04-25,2.74,2.7399999999999998
Q1,1989-05-02,2.8,2.7555555555555555
Q1,1989-05-09,2.61,3.0011111111111113
Q1,1989-05-16,2.87,2.9655555555555555
Q1,1989-05-23,2.89,2.997777777777778
Q1,1989-05-30,2.96,3.0433333333333334
Q1,1989-06-06,4.97,2.8722222222222222
Q1,1989-06-13,2.06,2.91
Q1,1989-06-20,3.08,2.901111111111111
Q1,1989-06-27,3.15,2.868888888888889
Q1,1989-07-05,1.26,2.847777777777778
Q1,1989-07-11,2.95,2.6277777777777778
Q1,1989-07-18,2.79,2.7422222222222223
Q1,1989-07-26,2.6,2.5477777777777777
Q1,1989-08-01,2.77,2.493333333333333
Q1,1989-08-08,2.99,2.6822222222222223
Q1,1989-08-15,3.09,2.681111111111111
Q1,1989-08-22,1.33,2.6466666666666665
Q1,1989-08-29,2.66,2.642
Q1,1989-09-05,2.96,2.648
Q1,1989-09-12,2.94,2.636
Q1,1989-09-20,NA,2.6189999999999998
Q1,1989-09-22,2.48,2.6189999999999998
Q1,1989-09-26,2.63,2.781
Q1,1989-09-26,2.57,2.781
Q1,1989-10-03,2.83,2.912
Q1,1989-10-05,NA,2.912
Q1,1989-10-10,2.87,2.9445454545454544
Q1,1989-10-17,2.92,2.961818181818182
Q1,1989-10-24,2.95,3.0154545454545456
Q1,1989-10-31,3.97,3.116
Q1,1989-11-07,3.13,3.152
Q1,1989-11-08,3.1,3.152
Q1,1989-11-14,3.13,3.194
Q1,1989-11-21,3.07,3.226
Q1,1989-11-28,3.19,3.237
Q1,1989-12-05,3.19,3.159
Q1,1989-12-12,3.29,3.1822222222222223
Q1,1989-12-19,3.24,3.2088888888888887
Q1,1989-12-26,3.06,3.2266666666666666
Q1,1990-01-02,3.19,3.2355555555555555
Q1,1990-01-09,3.28,3.238888888888889
Q1,1990-01-16,3.37,3.261111111111111
Q1,1990-01-23,3.23,3.278888888888889
Q1,1990-01-30,3.27,3.3233333333333333
Q1,1990-02-06,3.22,3.3555555555555556
Q1,1990-02-13,3.49,3.1933333333333334
Q1,1990-02-20,3.4,3.18
Q1,1990-02-27,3.46,3.1666666666666665
Q1,1990-03-06,3.48,3.1655555555555557
Q1,1990-03-13,1.82,3.1844444444444444
Q1,1990-03-20,3.25,3.1622222222222223
Q1,1990-03-27,3.11,2.5276923076923077
Q1,1990-04-03,3.26,2.5215384615384617
Q1,1990-04-10,3.39,2.4335714285714287
Q1,1990-04-17,3.29,2.5285714285714285
Q1,1990-04-24,3.35,2.5364285714285715
Q1,1990-04-25,0.49,2.5364285714285715
Q1,1990-04-25,0.65,2.5364285714285715
Q1,1990-04-25,0.59,2.5364285714285715
Q1,1990-04-26,2.72,2.5364285714285715
Q1,1990-05-01,3.38,2.5492857142857144
Q1,1990-05-08,3.24,2.5364285714285715
Q1,1990-05-10,1.53,2.5364285714285715
Q1,1990-05-15,3.15,2.5235714285714286
Q1,1990-05-22,3.36,2.5342857142857143
Q1,1990-05-29,3.29,3.077
Q1,1990-06-05,3.08,3.11
Q1,1990-06-12,3.21,3.3133333333333335
Q1,1990-06-19,3.44,3.3566666666666665
Q1,1990-06-26,3.09,3.1966666666666668
Q1,1990-07-03,3.71,3.2333333333333334
Q1,1990-07-10,3.49,3.296666666666667
Q1,1990-07-17,3.54,3.2688888888888887
Q1,1990-07-24,1.92,3.2688888888888887
Q1,1990-07-31,3.62,3.3155555555555556
Q1,1990-08-07,3.65,3.2533333333333334
Q1,1990-08-14,2.96,3.2511111111111113
Q1,1990-08-21,3.44,3.2311111111111113
Q1,1990-08-28,3.51,3.3877777777777776
Q1,1990-09-04,3.15,3.2688888888888887
Q1,1990-09-11,3.47,3.2055555555555557
Q1,1990-09-18,3.36,3.2644444444444445
Q1,1990-09-25,3.33,3.2333333333333334
Q1,1990-10-02,2.55,3.0211111111111113
Q1,1990-10-09,3.08,2.997777777777778
Q1,1990-10-16,3.49,2.9755555555555557
Q1,1990-10-23,3.16,2.971111111111111
Q1,1990-10-30,1.6,2.9344444444444444
Q1,1990-11-06,2.94,2.832
Q1,1990-11-13,3.27,2.74
Q1,1990-11-20,3.32,2.7172727272727273
Q1,1990-11-27,3,2.7254545454545456
Q1,1990-12-04,1.57,2.7954545454545454
Q1,1990-12-04,2.89,2.7954545454545454
Q1,1990-12-11,3.25,2.7827272727272727
Q1,1990-12-14,1.65,2.7827272727272727
Q1,1990-12-18,3.24,2.8172727272727274
Q1,1990-12-25,3.25,2.820909090909091
Q1,1990-12-31,2.37,2.848181818181818
Q1,1991-01-08,2.8,2.988
Q1,1991-01-15,3.65,3.172222222222222
Q1,1991-01-22,3.36,3.08
Q1,1991-01-29,3.3,3.092222222222222
Q1,1991-02-05,3.01,3.19
Q1,1991-02-12,3.57,3.223333333333333
Q1,1991-02-19,2.41,3.178888888888889
Q1,1991-02-26,3.36,3.15
Q1,1991-03-05,3.25,3.1466666666666665
Q1,1991-03-12,3.1,3.16
Q1,1991-03-19,3.25,3.097777777777778
Q1,1991-03-22,NA,3.097777777777778
Q1,1991-03-26,3.1,3.178888888888889
Q1,1991-04-02,3.27,3.0188888888888887
Q1,1991-04-09,3.13,2.991111111111111
Q1,1991-04-15,3.01,2.9811111111111113
Q1,1991-04-23,3.14,2.9633333333333334
Q1,1991-04-30,1.92,2.9739999999999998
Q1,1991-05-07,3,2.953
Q1,1991-05-14,3.01,2.9539999999999997
Q1,1991-05-21,3.09,2.9539999999999997
Q1,1991-05-28,3.11,2.948
Q1,1991-05-31,3.06,2.948
Q1,1991-06-01,NA,3.065
Q1,1991-06-04,3.06,3.065
Q1,1991-06-11,3.14,3.0469999999999997
Q1,1991-06-18,3.01,3.0629999999999997
Q1,1991-06-25,3.08,3.096
Q1,1991-07-02,3.09,3.123333333333333
Q1,1991-07-09,2.82,3.2466666666666666
Q1,1991-07-16,3.17,3.3777777777777778
Q1,1991-07-23,3.42,3.521111111111111
Q1,1991-07-30,3.32,3.356
Q1,1991-08-06,4.17,3.383
Q1,1991-08-13,4.32,3.801
Q1,1991-08-20,4.3,3.801
Q1,1991-08-27,3.25,3.799
Q1,1991-08-27,1.7,3.799
Q1,1991-09-03,3.36,3.791
Q1,1991-09-10,7,3.719
Q1,1991-09-17,3.17,3.614
Q1,1991-09-24,3.4,3.555
Q1,1991-10-01,3.24,3.79
Q1,1991-10-08,3.45,3.2727272727272725
Q1,1991-10-15,3.27,2.9509090909090907
Q1,1991-10-22,3.71,2.8266666666666667
Q1,1991-10-29,3.51,2.796666666666667
Q1,1991-11-05,2.57,2.7375
Q1,1991-11-07,1.19,2.7375
Q1,1991-11-08,1.49,2.7375
Q1,1991-11-12,3.46,2.7025
Q1,1991-11-18,3.3,2.685833333333333
Q1,1991-11-22,1.33,2.716153846153846
Q1,1991-11-26,3.04,2.6333333333333333
Q1,1991-12-03,2.53,2.6216666666666666
Q1,1991-12-10,3.03,2.903
Q1,1991-12-17,3.07,2.872
Q1,1991-12-23,3.08,2.874
Q1,1991-12-30,3.37,3.0588888888888888
Q1,1992-01-07,2.82,2.959
Q1,1992-01-14,3.15,2.989
Q1,1992-01-21,3.32,3.004
Q1,1992-01-28,3.16,3.043
Q1,1992-02-04,2.29,3.09
Q1,1992-02-06,2.3,3.09
Q1,1992-02-11,3.33,3.123
Q1,1992-02-18,3.22,3.138
Q1,1992-02-25,3.47,3.128
Q1,1992-03-03,3.84,3.107
Q1,1992-03-10,3.15,3.5566666666666666
Q1,1992-03-17,3.3,3.5444444444444447
Q1,1992-03-24,3.22,3.578888888888889
Q1,1992-04-01,2.95,3.4566666666666666
Q1,1992-04-07,5.53,3.3777777777777778
Q1,1992-04-14,3.22,3.4022222222222225
Q1,1992-04-21,3.53,3.4
Q1,1992-04-28,2.37,3.3244444444444445
Q1,1992-05-05,3.13,3.1622222222222223
Q1,1992-05-12,3.37,2.891111111111111
Q1,1992-05-19,3.28,2.7088888888888887
Q1,1992-05-26,2.54,2.59
Q1,1992-06-02,1.49,2.69
Q1,1992-06-09,3.09,2.7111111111111112
Q1,1992-06-16,1.58,2.7455555555555553
Q1,1992-06-23,2.46,2.758888888888889
Q1,1992-06-30,3.27,2.8633333333333333
Q1,1992-07-07,3.32,3.0766666666666667
Q1,1992-07-14,3.68,2.9444444444444446
Q1,1992-07-21,3.4,3.14
Q1,1992-07-28,3.48,3.2455555555555557
Q1,1992-08-04,3.41,3.301111111111111
Q1,1992-08-11,1.9,3.1977777777777776
Q1,1992-08-18,3.34,3.301111111111111
Q1,1992-08-25,3.41,3.248888888888889
Q1,1992-09-01,3.77,3.236666666666667
Q1,1992-09-08,2.39,3.2511111111111113
Q1,1992-09-15,4.61,3.5144444444444445
Q1,1992-09-22,2.93,3.526666666666667
Q1,1992-09-29,3.37,3.517777777777778
Q1,1992-10-06,3.54,3.4411111111111112
Q1,1992-10-13,4.27,3.4222222222222225
Q1,1992-10-20,3.45,3.0277777777777777
Q1,1992-10-27,3.33,3.0522222222222224
Q1,1992-11-03,3.08,3.002222222222222
Q1,1992-11-10,2.22,2.96
Q1,1992-11-17,1.06,2.631111111111111
Q1,1992-11-24,3.15,2.5533333333333332
Q1,1992-12-01,2.92,2.4955555555555557
Q1,1992-12-08,3.16,2.6255555555555556
Q1,1992-12-15,1.31,2.71
Q1,1992-12-22,NA,2.9144444444444444
Q1,1992-12-22,NA,2.9144444444444444
Q1,1992-12-22,2.75,2.9144444444444444
Q1,1992-12-29,2.81,2.867777777777778
Q1,1993-01-05,4.25,2.897777777777778
Q1,1993-01-12,2.98,2.8966666666666665
Q1,1993-01-19,2.9,3.101111111111111
Q1,1993-01-26,2.73,3.141111111111111
Q1,1993-02-02,3.19,3.181111111111111
Q1,1993-02-09,3.15,3.132222222222222
Q1,1993-02-16,3.15,3.15
Q1,1993-02-23,3.11,3.1777777777777776
Q1,1993-03-02,3.17,3.3988888888888886
Q1,1993-03-09,3.81,3.4466666666666668
Q1,1993-03-16,3.14,3.561111111111111
Q1,1993-03-23,3.15,3.69
Q1,1993-03-30,4.72,3.732222222222222
Q1,1993-04-06,3.62,3.671111111111111
Q1,1993-04-13,4.18,3.5455555555555556
Q1,1993-04-20,4.31,3.5255555555555556
Q1,1993-04-27,3.49,3.618888888888889
Q1,1993-05-04,2.62,3.511111111111111
Q1,1993-05-11,2.68,3.4755555555555557
Q1,1993-05-18,2.96,3.361111111111111
Q1,1993-05-25,3.99,3.17
Q1,1993-06-01,3.75,3.137777777777778
Q1,1993-06-08,3.3,3.2222222222222223
Q1,1993-06-15,3.15,3.27
Q1,1993-06-22,2.59,3.3066666666666666
Q1,1993-06-29,3.2,3.041111111111111
Q1,1993-07-06,3.38,2.9722222222222223
Q1,1993-07-13,3.11,2.9566666666666666
Q1,1993-07-20,3.29,2.9644444444444447
Q1,1993-07-27,1.6,3.0300000000000002
Q1,1993-08-03,3.13,2.997777777777778
Q1,1993-08-10,3.16,3.013333333333333
Q1,1993-08-17,3.22,3.1855555555555557
Q1,1993-08-24,3.18,3.181111111111111
Q1,1993-08-31,2.91,3.287777777777778
Q1,1993-09-07,3.52,3.2977777777777777
Q1,1993-09-14,4.66,3.281111111111111
Q1,1993-09-21,3.25,3.3022222222222224
Q1,1993-09-28,2.56,3.321111111111111
Q1,1993-10-05,3.22,3.371111111111111
Q1,1993-10-13,3.01,3.3266666666666667
Q1,1993-10-19,3.41,3.117777777777778
Q1,1993-10-26,3.35,3.252222222222222
Q1,1993-11-02,3.36,3.2444444444444445
Q1,1993-11-09,3.12,3.243333333333333
Q1,1993-11-16,2.78,3.2733333333333334
Q1,1993-11-23,4.46,3.327777777777778
Q1,1993-11-30,2.49,3.2644444444444445
Q1,1993-12-07,3.21,3.3666666666666667
Q1,1993-12-14,3.28,3.1688888888888886
Q1,1993-12-21,3.9,3.035555555555556
Q1,1993-12-28,2.78,2.902222222222222
Q1,1994-01-04,4.28,2.9155555555555557
Q1,1994-01-11,1.34,2.908888888888889
Q1,1994-01-18,1.58,2.8844444444444446
Q1,1994-01-25,3.26,2.7533333333333334
Q1,1994-02-01,2.61,2.8177777777777777
Q1,1994-02-08,3.15,2.7177777777777776
Q1,1994-02-15,3.06,2.951111111111111
Q1,1994-02-22,2.72,3.161111111111111
Q1,1994-03-01,3.36,3.187777777777778
Q1,1994-03-08,3.38,3.29
Q1,1994-03-15,3.44,3.3066666666666666
Q1,1994-03-22,3.47,3.3433333333333333
Q1,1994-03-29,3.5,3.4366666666666665
Q1,1994-04-05,3.53,3.45
Q1,1994-04-12,3.3,3.41
Q1,1994-04-19,3.39,3.347777777777778
Q1,1994-04-26,3.56,3.3444444444444446
Q1,1994-05-03,3.48,3.453333333333333
Q1,1994-05-10,3.02,3.4988888888888887
Q1,1994-05-17,2.88,3.6355555555555554
Q1,1994-05-24,3.44,3.7
Q1,1994-05-31,4.48,3.556
Q1,1994-06-07,3.94,3.564
Q1,1994-06-14,4.53,3.722
Q1,1994-06-21,3.97,3.85
Q1,1994-06-28,3.49,3.847
Q1,1994-06-30,2.33,3.847
Q1,1994-07-05,3.56,3.746
Q1,1994-07-12,4.6,3.676
Q1,1994-07-19,4.16,3.576
Q1,1994-07-26,3.41,3.505
Q1,1994-08-02,3.47,3.816666666666667
Q1,1994-08-09,3.24,3.8355555555555556
Q1,1994-08-16,3.53,3.7
Q1,1994-08-23,3.26,3.398888888888889
Q1,1994-08-30,5.12,3.3966666666666665
Q1,1994-09-06,3.73,3.3944444444444444
Q1,1994-09-13,3.38,3.4044444444444446
Q1,1994-09-20,1.45,3.3944444444444444
Q1,1994-09-27,3.39,3.3455555555555554
Q1,1994-10-04,3.45,3.167777777777778
Q1,1994-10-11,3.33,2.9877777777777776
Q1,1994-10-18,3.44,2.99
Q1,1994-10-25,2.82,3.183333333333333
Q1,1994-11-01,3.52,3.1422222222222222
Q1,1994-11-08,2.11,2.9844444444444442
Q1,1994-11-15,3.4,2.9677777777777776
Q1,1994-11-22,3.19,2.993333333333333
Q1,1994-11-29,3.02,3.0444444444444443
Q1,1994-12-06,2.03,2.985
Q1,1994-12-13,3.18,3.11
Q1,1994-12-20,3.67,3.0616666666666665
Q1,1994-12-27,3.28,3.036
Q2,1988-01-05,2.57,2.0046666666666666
Q2,1988-01-12,2.54,2.0046666666666666
Q2,1988-01-19,2.61,2.0325
Q2,1988-01-26,2.74,2.073529411764706
Q2,1988-01-29,1.86,2.073529411764706
Q2,1988-01-29,1.59,2.073529411764706
Q2,1988-01-29,1.58,2.073529411764706
Q2,1988-01-29,1.5,2.073529411764706
Q2,1988-01-29,1.74,2.073529411764706
Q2,1988-01-29,1.94,2.073529411764706
Q2,1988-01-29,1.53,2.073529411764706
Q2,1988-01-29,1.98,2.073529411764706
Q2,1988-02-02,1.64,2.11
Q2,1988-02-02,1.77,2.11
Q2,1988-02-03,2.48,2.11
Q2,1988-02-04,NA,2.11
Q2,1988-02-09,NA,2.1094444444444447
Q2,1988-02-10,NA,2.1094444444444447
Q2,1988-02-16,2.45,2.113888888888889
Q2,1988-02-23,2.73,2.043888888888889
Q2,1988-03-01,2.73,2.202
Q2,1988-03-08,2.56,2.34625
Q2,1988-03-15,2.62,2.3866666666666667
Q2,1988-03-23,1.35,2.3544444444444443
Q2,1988-03-29,1.69,2.3344444444444443
Q2,1988-04-05,2.64,2.316666666666667
Q2,1988-04-12,2.71,2.185
Q2,1988-04-19,2.16,2.036
Q2,1988-04-26,2.55,2.138
Q2,1988-05-03,2.57,2.188
Q2,1988-05-10,NA,2.187
Q2,1988-05-10,NA,2.187
Q2,1988-05-10,NA,2.187
Q2,1988-05-10,0.9,2.187
Q2,1988-05-10,2.66,2.187
Q2,1988-05-17,1.13,2.175
Q2,1988-05-24,2.37,2.147
Q2,1988-05-31,2.19,2.133
Q2,1988-06-07,2.63,2.1189999999999998
Q2,1988-06-14,2.59,2.2466666666666666
Q2,1988-06-21,1.88,2.316
Q2,1988-06-28,2.41,2.207272727272727
Q2,1988-07-05,2.43,2.2399999999999998
Q2,1988-07-12,2.59,2.2381818181818183
Q2,1988-07-19,1.84,2.2645454545454546
Q2,1988-07-22,2.23,2.2645454545454546
Q2,1988-07-26,1.88,2.013333333333333
Q2,1988-07-26,1.61,2.013333333333333
Q2,1988-08-02,2.55,2.014666666666667
Q2,1988-08-09,2.61,2.0286666666666666
Q2,1988-08-16,2.88,2.0086666666666666
Q2,1988-08-23,2.53,2.0428571428571427
Q2,1988-08-24,1.8,2.0428571428571427
Q2,1988-08-24,1.14,2.0428571428571427
Q2,1988-08-24,1.15,2.0428571428571427
Q2,1988-08-24,0.55,2.0428571428571427
Q2,1988-08-24,NA,2.0428571428571427
Q2,1988-08-30,2.43,2.1338461538461537
Q2,1988-09-06,2.64,2.1015384615384614
Q2,1988-09-13,2.29,2.0591666666666666
Q2,1988-09-20,2.54,1.9845454545454546
Q2,1988-09-27,2.63,2.4257142857142857
Q2,1988-10-04,2.13,2.4114285714285715
Q2,1988-10-11,NA,2.37
Q2,1988-10-18,NA,2.3771428571428572
Q2,1988-10-25,2.32,2.335714285714286
Q2,1988-11-01,2.33,2.33
Q2,1988-11-07,2.35,2.4
Q2,1988-11-15,2.34,2.38125
Q2,1988-11-22,2.25,2.3755555555555556
Q2,1988-11-29,2.59,2.3866666666666667
Q2,1988-12-06,2.62,2.4055555555555554
Q2,1988-12-13,2.25,2.3633333333333333
Q2,1988-12-20,2.33,2.3855555555555554
Q2,1988-12-27,2.42,2.431111111111111
Q2,1989-01-03,2.5,2.442222222222222
Q2,1989-01-10,1.97,2.4344444444444444
Q2,1989-01-17,2.54,2.4833333333333334
Q2,1989-01-24,2.66,2.486666666666667
Q2,1989-01-31,2.69,2.4677777777777776
Q2,1989-02-07,2.55,2.477777777777778
Q2,1989-02-14,2.69,2.52
Q2,1989-02-21,2.36,2.8566666666666665
Q2,1989-02-28,2.25,2.851111111111111
Q2,1989-03-07,2.59,2.828888888888889
Q2,1989-03-09,NA,2.828888888888889
Q2,1989-03-14,NA,2.7933333333333334
Q2,1989-03-14,2.35,2.7933333333333334
Q2,1989-03-21,5.57,2.7688888888888887
Q2,1989-03-28,2.61,2.785555555555556
Q2,1989-04-04,2.49,2.8266666666666667
Q2,1989-04-11,2.23,2.801111111111111
Q2,1989-04-18,2.47,2.8766666666666665
Q2,1989-04-25,2.51,2.562222222222222
Q2,1989-05-02,2.62,2.5833333333333335
Q2,1989-05-09,2.36,2.6133333333333333
