sample_id,sample_date,no3_n,mov_avg_no3_n
Q1,1988-01-05,132,160.72727272727272
Q1,1988-01-12,134,159.75
Q1,1988-01-19,125,156.15384615384616
Q1,1988-01-26,123,155.85714285714286
Q1,1988-01-29,77,155.85714285714286
Q1,1988-01-29,81,155.85714285714286
Q1,1988-01-29,281,155.85714285714286
Q1,1988-01-29,267,155.85714285714286
Q1,1988-01-29,242,155.85714285714286
Q1,1988-02-02,138,155.06666666666666
Q1,1988-02-02,168,155.06666666666666
Q1,1988-02-03,NA,155.06666666666666
Q1,1988-02-04,NA,155.06666666666666
Q1,1988-02-09,149,155.86666666666667
Q1,1988-02-10,NA,155.86666666666667
Q1,1988-02-16,113,156.8
Q1,1988-02-23,152,158.06666666666666
Q1,1988-03-01,144,204.8235294117647
Q1,1988-03-08,144,206.9375
Q1,1988-03-15,148,206.4375
Q1,1988-03-23,144,208.75
Q1,1988-03-29,291,208.125
Q1,1988-03-29,283,208.125
Q1,1988-03-29,239,208.125
Q1,1988-03-29,291,208.125
Q1,1988-03-29,300,208.125
Q1,1988-03-29,261,208.125
Q1,1988-03-29,265,208.125
Q1,1988-03-29,252,208.125
Q1,1988-04-05,135,207.8125
Q1,1988-04-12,141,207.41176470588235
Q1,1988-04-19,150,207.41176470588235
Q1,1988-04-26,142,207.70588235294116
Q1,1988-05-03,139,150.5
Q1,1988-05-10,142,151.7
Q1,1988-05-10,NA,151.7
Q1,1988-05-10,NA,151.7
Q1,1988-05-10,NA,151.7
Q1,1988-05-10,203,151.7
Q1,1988-05-17,148,152.88888888888889
Q1,1988-05-24,149,153.25
Q1,1988-05-31,156,154.85714285714286
Q1,1988-06-07,147,157.5
Q1,1988-06-14,NA,150
Q1,1988-06-21,NA,150.66666666666666
Q1,1988-06-28,NA,151.5
Q1,1988-07-05,NA,147
Q1,1988-07-12,NA,NA
Q1,1988-07-19,NA,NA
Q1,1988-07-22,NA,NA
Q1,1988-07-26,NA,34.2
Q1,1988-07-26,NA,34.2
Q1,1988-08-02,NA,53.5
Q1,1988-08-09,NA,63
Q1,1988-08-16,NA,79.125
Q1,1988-08-23,135,87
Q1,1988-08-24,8,87
Q1,1988-08-24,7,87
Q1,1988-08-24,NA,87
Q1,1988-08-24,11,87
Q1,1988-08-24,10,87
Q1,1988-08-30,150,93.2
Q1,1988-09-06,120,88.63636363636364
Q1,1988-09-13,192,93.83333333333334
Q1,1988-09-20,150,98.46153846153847
Q1,1988-09-27,149,139.44444444444446
Q1,1988-10-04,43,138.66666666666666
Q1,1988-10-11,151,140.55555555555554
Q1,1988-10-18,154,133.66666666666666
Q1,1988-10-25,146,132.44444444444446
Q1,1988-11-01,143,131.33333333333334
Q1,1988-11-07,137,142
Q1,1988-11-15,130,141.77777777777777
Q1,1988-11-22,139,142
Q1,1988-11-29,139,143.11111111111111
Q1,1988-12-06,139,143.125
Q1,1988-12-13,149,153.625
Q1,1988-12-20,156,138.625
Q1,1988-12-27,156,140.625
Q1,1989-01-03,NA,144.625
Q1,1989-01-10,221,149.25
Q1,1989-01-17,10,153
Q1,1989-01-24,155,153.375
Q1,1989-01-31,171,153.75
Q1,1989-02-07,176,153.55555555555554
Q1,1989-02-14,179,130.11111111111111
Q1,1989-02-21,159,145.44444444444446
Q1,1989-02-28,159,144.55555555555554
Q1,1989-03-07,152,141.77777777777777
Q1,1989-03-09,NA,141.77777777777777
Q1,1989-03-14,10,138.11111111111111
Q1,1989-03-14,NA,138.11111111111111
Q1,1989-03-21,148,130.88888888888889
Q1,1989-03-28,147,129.55555555555554
Q1,1989-04-04,146,126.88888888888889
Q1,1989-04-11,143,126.44444444444444
Q1,1989-04-18,114,141.88888888888889
Q1,1989-04-25,147,141.22222222222223
Q1,1989-05-02,135,140.88888888888889
Q1,1989-05-09,148,139.55555555555554
Q1,1989-05-16,149,138
Q1,1989-05-23,142,141
Q1,1989-05-30,144,142.55555555555554
Q1,1989-06-06,134,128.66666666666666
Q1,1989-06-13,129,125.88888888888889
Q1,1989-06-20,141,123
Q1,1989-06-27,161,120.125
Q1,1989-07-05,10,118.875
Q1,1989-07-11,123,113.5
Q1,1989-07-18,NA,109.25
Q1,1989-07-26,119,116.625
Q1,1989-08-01,134,101
Q1,1989-08-08,91,102.5
Q1,1989-08-15,95,99.57142857142857
Q1,1989-08-22,200,88.375
Q1,1989-08-29,36,84
Q1,1989-09-05,22,75.66666666666667
Q1,1989-09-12,NA,75.33333333333333
Q1,1989-09-20,NA,71.4
Q1,1989-09-22,10,71.4
Q1,1989-09-26,NA,81.6
Q1,1989-09-26,NA,81.6
Q1,1989-10-03,NA,142
Q1,1989-10-05,NA,142
Q1,1989-10-10,89,412.16666666666663
Q1,1989-10-17,NA,394.85714285714283
Q1,1989-10-24,251,415.7142857142857
Q1,1989-10-31,338,386.875
Q1,1989-11-07,420,360.22222222222223
Q1,1989-11-08,1365,360.22222222222223
Q1,1989-11-14,291,368.55555555555554
Q1,1989-11-21,156,346.5
Q1,1989-11-28,185,324.1
Q1,1989-12-05,147,322.55555555555554
Q1,1989-12-12,164,144.5
Q1,1989-12-19,148,117.25
Q1,1989-12-26,27,99
Q1,1990-01-02,NA,78
Q1,1990-01-09,38,79.125
Q1,1990-01-16,73,85.125
Q1,1990-01-23,10,100
Q1,1990-01-30,17,118
Q1,1990-02-06,156,118.11111111111111
Q1,1990-02-13,212,128.125
Q1,1990-02-20,267,180.25
Q1,1990-02-27,171,211.375
Q1,1990-03-06,119,239.14285714285714
Q1,1990-03-13,NA,218
Q1,1990-03-20,490,193.71428571428572
Q1,1990-03-27,259,478.6363636363637
Q1,1990-04-03,NA,480.6363636363637
Q1,1990-04-10,8,507.83333333333337
Q1,1990-04-17,42,484.46153846153845
Q1,1990-04-24,53,459.30769230769226
Q1,1990-04-25,999,459.30769230769226
Q1,1990-04-25,1468,459.30769230769226
Q1,1990-04-25,1413,459.30769230769226
Q1,1990-04-26,243,459.30769230769226
Q1,1990-05-01,193,450.30769230769226
Q1,1990-05-08,189,418.85714285714283
Q1,1990-05-10,737,418.85714285714283
Q1,1990-05-15,204,429.28571428571433
Q1,1990-05-22,163,438.4285714285714
Q1,1990-05-29,142,216.5
Q1,1990-06-05,10,208.1
Q1,1990-06-12,154,141.55555555555554
Q1,1990-06-19,170,127.44444444444444
Q1,1990-06-26,203,158.77777777777777
Q1,1990-07-03,109,143.77777777777777
Q1,1990-07-10,119,148.11111111111111
Q1,1990-07-17,77,158.77777777777777
Q1,1990-07-24,445,149.88888888888889
Q1,1990-07-31,7,128.44444444444446
Q1,1990-08-07,49,117.44444444444443
Q1,1990-08-14,250,117.25
Q1,1990-08-21,90,123
Q1,1990-08-28,10,69.33333333333334
Q1,1990-09-04,10,80.83333333333334
Q1,1990-09-11,NA,80.66666666666666
Q1,1990-09-18,NA,40.5
Q1,1990-09-25,NA,36.666666666666664
Q1,1990-10-02,76,56.66666666666667
Q1,1990-10-09,48,97.83333333333334
Q1,1990-10-16,9,100
Q1,1990-10-23,67,96.875
Q1,1990-10-30,130,101.88888888888889
Q1,1990-11-06,257,108.5
Q1,1990-11-13,113,122.18181818181819
Q1,1990-11-20,75,129.27272727272728
Q1,1990-11-27,142,134.1818181818182
Q1,1990-12-04,236,143.54545454545453
Q1,1990-12-04,8,143.54545454545453
Q1,1990-12-11,7,132.0909090909091
Q1,1990-12-14,300,132.0909090909091
Q1,1990-12-18,87,134
Q1,1990-12-25,121,144.1
Q1,1990-12-31,233,148.7
Q1,1991-01-08,131,155.375
Q1,1991-01-15,NA,137.71428571428572
Q1,1991-01-22,176,127.14285714285714
Q1,1991-01-29,188,122.57142857142857
Q1,1991-02-05,NA,99.85714285714286
Q1,1991-02-12,28,87.85714285714286
Q1,1991-02-19,13,96.625
Q1,1991-02-26,89,88.75
Q1,1991-03-05,74,75
Q1,1991-03-12,47,70.66666666666667
Q1,1991-03-19,158,70.11111111111111
Q1,1991-03-22,NA,70.11111111111111
Q1,1991-03-26,113,70.77777777777777
Q1,1991-04-02,78,64.33333333333333
Q1,1991-04-09,36,63.888888888888886
Q1,1991-04-15,23,59.777777777777786
Q1,1991-04-23,19,43.33333333333333
Q1,1991-04-30,31,33.22222222222222
Q1,1991-05-07,70,39.666666666666664
Q1,1991-05-14,10,43.77777777777778
Q1,1991-05-21,10,47.33333333333333
Q1,1991-05-28,22,50.875
Q1,1991-05-31,NA,50.875
Q1,1991-06-01,NA,54.875
Q1,1991-06-04,136,54.875
Q1,1991-06-11,73,54.75
Q1,1991-06-18,55,54.75
Q1,1991-06-25,NA,54.75
Q1,1991-07-02,63,53.25
Q1,1991-07-09,69,37.5
Q1,1991-07-16,10,32.42857142857143
Q1,1991-07-23,10,27
Q1,1991-07-30,10,37.111111111111114
Q1,1991-08-06,10,37.77777777777778
Q1,1991-08-13,NA,38.44444444444444
Q1,1991-08-20,17,40.77777777777778
Q1,1991-08-27,15,46.888888888888886
Q1,1991-08-27,130,46.888888888888886
Q1,1991-09-03,69,55
Q1,1991-09-10,75,61.55555555555556
Q1,1991-09-17,31,63.5
Q1,1991-09-24,65,69.2
Q1,1991-10-01,83,66.77777777777777
Q1,1991-10-08,69,66.63636363636364
Q1,1991-10-15,81,73.45454545454545
Q1,1991-10-22,74,80.5
Q1,1991-10-29,54,87.16666666666667
Q1,1991-11-05,100,88.58333333333333
Q1,1991-11-07,44,88.58333333333333
Q1,1991-11-08,57,88.58333333333333
Q1,1991-11-12,150,111
Q1,1991-11-18,85,118.16666666666666
Q1,1991-11-22,104,121.6923076923077
Q1,1991-11-26,145,125.66666666666666
Q1,1991-12-03,100,132.1818181818182
Q1,1991-12-10,338,163.22222222222223
Q1,1991-12-17,167,168.77777777777777
Q1,1991-12-23,164,179
Q1,1991-12-30,NA,191.625
Q1,1992-01-07,216,197.11111111111111
Q1,1992-01-14,200,170.77777777777777
Q1,1992-01-21,177,184.55555555555554
Q1,1992-01-28,171,181.66666666666666
Q1,1992-02-04,324,180.9
Q1,1992-02-06,17,180.9
Q1,1992-02-11,101,160.3
Q1,1992-02-18,291,153.6
Q1,1992-02-25,138,151
Q1,1992-03-03,174,141.66666666666666
Q1,1992-03-10,10,121.25
Q1,1992-03-17,133,110
Q1,1992-03-24,NA,79.75
Q1,1992-04-01,87,66.25
Q1,1992-04-07,36,47.875
Q1,1992-04-14,11,63.75
Q1,1992-04-21,49,63.125
Q1,1992-04-28,30,63.125
Q1,1992-05-05,27,60.5
Q1,1992-05-12,137,57.25
Q1,1992-05-19,128,59.25
Q1,1992-05-26,NA,57.125
Q1,1992-06-02,66,57.25
Q1,1992-06-09,10,67.75
Q1,1992-06-16,27,55.75
Q1,1992-06-23,32,45.42857142857143
Q1,1992-06-30,31,58.25
Q1,1992-07-07,111,94.875
Q1,1992-07-14,41,96.875
Q1,1992-07-21,NA,96.875
Q1,1992-07-28,148,140.625
Q1,1992-08-04,359,138
Q1,1992-08-11,26,125.375
Q1,1992-08-18,27,122.25
Q1,1992-08-25,382,109.77777777777777
Q1,1992-09-01,10,102.66666666666666
Q1,1992-09-08,10,94.77777777777777
Q1,1992-09-15,16,103.375
Q1,1992-09-22,10,107
Q1,1992-09-29,84,67.71428571428571
Q1,1992-10-06,288,67.71428571428571
Q1,1992-10-13,NA,85.57142857142857
Q1,1992-10-20,56,86.14285714285714
Q1,1992-10-27,NA,87
Q1,1992-11-03,10,76.28571428571429
Q1,1992-11-10,135,37.285714285714285
Q1,1992-11-17,20,35.875
Q1,1992-11-24,16,33
Q1,1992-12-01,9,33
Q1,1992-12-08,15,36.83333333333333
Q1,1992-12-15,26,17.2
Q1,1992-12-22,NA,16.5
Q1,1992-12-22,NA,16.5
Q1,1992-12-22,NA,16.5
Q1,1992-12-29,NA,16.666666666666668
Q1,1993-01-05,NA,20.5
Q1,1993-01-12,NA,26
Q1,1993-01-19,NA,NA
Q1,1993-01-26,NA,NA
Q1,1993-02-02,NA,20
Q1,1993-02-09,NA,107
Q1,1993-02-16,NA,92.33333333333333
Q1,1993-02-23,NA,103
Q1,1993-03-02,20,117.8
Q1,1993-03-09,194,125.33333333333333
Q1,1993-03-16,63,132
Q1,1993-03-23,135,132.75
Q1,1993-03-30,177,138.33333333333334
Q1,1993-04-06,163,137.11111111111111
Q1,1993-04-13,172,116.88888888888889
Q1,1993-04-20,138,111
Q1,1993-04-27,183,96.66666666666666
Q1,1993-05-04,9,78.88888888888889
Q1,1993-05-11,12,69.11111111111111
Q1,1993-05-18,10,54.111111111111114
Q1,1993-05-25,6,41.66666666666667
Q1,1993-06-01,17,23.22222222222222
Q1,1993-06-08,75,28.333333333333332
Q1,1993-06-15,37,30.375
Q1,1993-06-22,26,33.285714285714285
Q1,1993-06-29,17,37.833333333333336
Q1,1993-07-06,55,42
Q1,1993-07-13,NA,39.2
Q1,1993-07-20,NA,33
Q1,1993-07-27,NA,30
Q1,1993-08-03,NA,30.8
Q1,1993-08-10,61,44.6
Q1,1993-08-17,6,38.66666666666667
Q1,1993-08-24,11,60.57142857142858
Q1,1993-08-31,21,54.125
Q1,1993-09-07,124,49.111111111111114
Q1,1993-09-14,9,43.111111111111114
Q1,1993-09-21,192,43.22222222222222
Q1,1993-09-28,9,42.888888888888886
Q1,1993-10-05,9,41.222222222222214
Q1,1993-10-13,7,28.333333333333332
Q1,1993-10-19,7,28
Q1,1993-10-26,8,9.11111111111111
Q1,1993-11-02,6,9.88888888888889
Q1,1993-11-09,8,11.666666666666668
Q1,1993-11-16,6,12.444444444444445
Q1,1993-11-23,22,17.22222222222222
Q1,1993-11-30,16,18.375
Q1,1993-12-07,25,20.142857142857142
Q1,1993-12-14,14,22.166666666666668
Q1,1993-12-21,50,25.4
Q1,1993-12-28,NA,26.25
Q1,1994-01-04,NA,24.5
Q1,1994-01-11,NA,22.5
Q1,1994-01-18,NA,25.333333333333332
Q1,1994-01-25,NA,15.666666666666666
Q1,1994-02-01,9,15.666666666666666
Q1,1994-02-08,17,15.666666666666666
Q1,1994-02-15,NA,13.5
Q1,1994-02-22,21,13.5
Q1,1994-03-01,NA,13.5
Q1,1994-03-08,NA,15
Q1,1994-03-15,7,56.66666666666667
Q1,1994-03-22,NA,86.75
Q1,1994-03-29,NA,85.75
Q1,1994-04-05,NA,72.4
Q1,1994-04-12,142,62.66666666666667
Q1,1994-04-19,177,65.66666666666667
Q1,1994-04-26,17,58.857142857142854
Q1,1994-05-03,19,53.5
Q1,1994-05-10,14,49.44444444444444
Q1,1994-05-17,25,35.888888888888886
Q1,1994-05-24,18,17.444444444444443
Q1,1994-05-31,16,32.44444444444444
Q1,1994-06-07,17,31.777777777777782
Q1,1994-06-14,20,41.55555555555556
Q1,1994-06-21,11,51.22222222222222
Q1,1994-06-28,NA,55.375
Q1,1994-06-30,152,55.375
Q1,1994-07-05,13,61
Q1,1994-07-12,102,68.33333333333333
Q1,1994-07-19,112,78
Q1,1994-07-26,NA,94.75
Q1,1994-08-02,NA,75.66666666666667
Q1,1994-08-09,NA,107
Q1,1994-08-16,NA,112
Q1,1994-08-23,NA,NA
Q1,1994-08-30,NA,NA
Q1,1994-09-06,NA,NA
Q1,1994-09-13,NA,NA
Q1,1994-09-20,NA,NA
Q1,1994-09-27,NA,NA
Q1,1994-10-04,NA,NA
Q1,1994-10-11,NA,NA
Q1,1994-10-18,NA,NA
Q1,1994-10-25,NA,NA
Q1,1994-11-01,NA,NA
Q1,1994-11-08,NA,109
Q1,1994-11-15,NA,109
Q1,1994-11-22,NA,109
Q1,1994-11-29,NA,109
Q1,1994-12-06,109,109
Q1,1994-12-13,NA,109
Q1,1994-12-20,NA,109
Q1,1994-12-27,NA,109
Q2,1988-01-05,255,257.46153846153845
Q2,1988-01-12,233,257.46153846153845
Q2,1988-01-19,221,241.28571428571428
Q2,1988-01-26,195,240.6
Q2,1988-01-29,183,240.6
Q2,1988-01-29,306,240.6
Q2,1988-01-29,364,240.6
Q2,1988-01-29,333,240.6
Q2,1988-01-29,268,240.6
Q2,1988-01-29,NA,240.6
Q2,1988-01-29,331,240.6
Q2,1988-01-29,NA,240.6
Q2,1988-02-02,223,239.1875
Q2,1988-02-02,153,239.1875
Q2,1988-02-03,282,239.1875
Q2,1988-02-04,NA,239.1875
Q2,1988-02-09,NA,236.3125
Q2,1988-02-10,NA,236.3125
Q2,1988-02-16,31,233.6875
Q2,1988-02-23,231,228.5625
Q2,1988-03-01,218,196.4
Q2,1988-03-08,209,185
Q2,1988-03-15,191,183.66666666666666
Q2,1988-03-23,139,203.77777777777777
Q2,1988-03-29,287,198.33333333333334
Q2,1988-04-05,174,192.33333333333334
Q2,1988-04-12,173,209.9
Q2,1988-04-19,212,214.2
Q2,1988-04-26,182,221.6
Q2,1988-05-03,164,215.3
Q2,1988-05-10,NA,216.7
Q2,1988-05-10,NA,216.7
Q2,1988-05-10,NA,216.7
Q2,1988-05-10,415,216.7
Q2,1988-05-10,162,216.7
Q2,1988-05-17,234,221.55555555555554
Q2,1988-05-24,213,222.75
Q2,1988-05-31,224,228.57142857142858
Q2,1988-06-07,188,239.33333333333334
Q2,1988-06-14,NA,214.75
Q2,1988-06-21,NA,208.33333333333334
Q2,1988-06-28,NA,206
Q2,1988-07-05,NA,188
Q2,1988-07-12,NA,NA
Q2,1988-07-19,NA,NA
Q2,1988-07-22,NA,NA
Q2,1988-07-26,NA,153.25
Q2,1988-07-26,NA,153.25
Q2,1988-08-02,NA,170.8
Q2,1988-08-09,NA,178.33333333333334
Q2,1988-08-16,NA,187.14285714285714
Q2,1988-08-23,NA,192.125
Q2,1988-08-24,70,192.125
Q2,1988-08-24,238,192.125
Q2,1988-08-24,172,192.125
Q2,1988-08-24,133,192.125
Q2,1988-08-24,NA,192.125
Q2,1988-08-30,241,198.11111111111111
Q2,1988-09-06,216,179.2
Q2,1988-09-13,240,184.72727272727272
Q2,1988-09-20,227,188.91666666666666
Q2,1988-09-27,246,206.75
Q2,1988-10-04,9,203.875
Q2,1988-10-11,240,205
Q2,1988-10-18,235,203
Q2,1988-10-25,NA,202.625
Q2,1988-11-01,218,197.875
Q2,1988-11-07,225,226.625
Q2,1988-11-15,224,224.125
Q2,1988-11-22,224,221.5
Q2,1988-11-29,208,222.11111111111111
Q2,1988-12-06,239,198.88888888888889
Q2,1988-12-13,220,220.66666666666666
Q2,1988-12-20,214,211.22222222222223
Q2,1988-12-27,227,211
Q2,1989-01-03,9,215.22222222222223
Q2,1989-01-10,421,215.88888888888889
Q2,1989-01-17,139,219.11111111111111
Q2,1989-01-24,222,220.66666666666666
Q2,1989-01-31,246,221.55555555555554
Q2,1989-02-07,245,246.88888888888889
Q2,1989-02-14,249,232.8
Q2,1989-02-21,228,241.8
Q2,1989-02-28,235,241.3
Q2,1989-03-07,237,239.1
Q2,1989-03-09,NA,239.1
Q2,1989-03-14,61,235.5
Q2,1989-03-14,466,235.5
Q2,1989-03-21,229,224.9
Q2,1989-03-28,217,218.3
Q2,1989-04-04,224,209.9
